name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"13617, USA",2020-10-03,52.1,37.6,45,52.1,37.6,45,40.3,84.82,0.02,,16.67,,0,0,,6.2,211.4,1022.1,39.5,90,,,0,,2020-10-03T07:01:27,2020-10-03T18:36:39,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-10-04,59.7,38.3,49.8,59.7,38.3,49.7,41.5,75.29,0,,0,,0,0,28.9,7.1,119.4,1022.6,42.3,91.3,,,0,,2020-10-04T07:02:40,2020-10-04T18:34:49,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-10-05,57.3,45.5,50.5,57.3,45.5,50.5,45.5,83.26,0,,0,,0,0,19.7,9.4,194.8,1019.6,33.6,91.1,,,0,,2020-10-05T07:03:54,2020-10-05T18:32:59,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-10-06,62.3,42,52.9,62.3,40.2,52.6,43.2,72.14,0,,0,,0,0,26.4,17,202.3,1013.8,27.3,91.2,,,0,,2020-10-06T07:05:08,2020-10-06T18:31:10,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-10-07,60.2,49.4,56.4,60.2,44.4,56.2,46.3,69.35,0.54,,37.5,,0,0,44.7,17.4,245.2,1000.7,48.9,92.2,,,0,,2020-10-07T07:06:22,2020-10-07T18:29:22,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-10-08,51.2,39,44.6,51.2,34.5,40.6,32.9,64.43,0,,0,,0,0,28.5,16.6,277.4,1015.3,42.3,90.8,,,0,,2020-10-08T07:07:37,2020-10-08T18:27:34,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-10-09,58.2,30,45.2,58.2,27.5,44.5,35.7,71.93,0,,0,,0,0,22.7,14,243.6,1018.6,16.2,90.9,,,0,,2020-10-09T07:08:51,2020-10-09T18:25:47,0.73,Clear,Clear conditions throughout the day.,clear-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-10-10,71.8,50.6,63.7,71.8,50.6,63.7,49.8,61.15,0.21,,12.5,,0,0,35.1,22.3,243.4,1006.5,26.8,89.6,,,0,,2020-10-10T07:10:06,2020-10-10T18:24:00,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-10-11,51.3,37.1,44.1,51.3,32.7,40.6,31.6,62.73,0,,0,,0,0,19.7,9.7,121.8,1023.7,3.5,91.4,,,0,,2020-10-11T07:11:22,2020-10-11T18:22:14,0.83,Clear,Clear conditions throughout the day.,clear-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-10-12,60.4,35.1,46.8,60.4,29.9,44.4,34.8,63.79,0,,0,,0,0,33.3,10.2,76.6,1021.4,21.3,91.1,,,0,,2020-10-12T07:12:37,2020-10-12T18:20:29,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-10-13,57,45.8,51.4,57,45,50.8,48.5,90.25,0.37,,66.67,,0,0,35.8,6.4,188.1,1013.1,58.6,89.3,,,0,,2020-10-13T07:13:53,2020-10-13T18:18:44,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-10-14,61.1,40.3,49.5,61.1,38.5,49,40.9,76.19,0,,0,,0,0,23,13.7,241.2,1012.5,14.3,89.2,,,0,,2020-10-14T07:15:09,2020-10-14T18:17:00,0.96,Clear,Clear conditions throughout the day.,clear-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-10-15,71.4,45.6,56,71.4,42.6,55.5,43.5,65.17,0.13,,25,,0,0,31.3,18,186.9,1008.3,26.1,90.1,,,0,,2020-10-15T07:16:26,2020-10-15T18:15:17,0.99,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-10-16,50,35.1,47.1,50,35.1,44.6,43.9,89.21,0.45,,66.67,,0,0,17.2,9.7,219.2,1018.1,50,90.8,,,0,,2020-10-16T07:17:43,2020-10-16T18:13:35,1,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-10-17,53.9,31.8,42.2,53.9,30,41.6,34.1,75.93,0.01,,8.33,,0,0,21.9,11.2,203.9,1024.4,7.7,91.5,,,0,,2020-10-17T07:19:00,2020-10-17T18:11:54,0,Rain,Clear conditions throughout the day with rain.,rain,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-10-18,58.2,36,48.8,58.2,33.2,48,30.9,53.86,0,,0,,0,0,35.8,14.3,153,1025.4,21,91.5,,,0,,2020-10-18T07:20:18,2020-10-18T18:10:14,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-10-19,58.2,43.9,48.9,58.2,40.9,47.7,42.1,79.92,0.29,,62.5,,0,0,24.4,14.7,194.2,1024,64.7,64.7,,,0,,2020-10-19T07:21:35,2020-10-19T18:08:34,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-10-20,48.4,39.6,44,47,36.3,41,40.5,87.69,0.76,,54.17,,0,0,,7.9,196.9,1024.2,60.2,69.3,,,0,,2020-10-20T07:22:54,2020-10-20T18:06:56,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-10-21,66.3,38.6,51.7,66.3,34.2,49.6,47.1,84.73,0.27,,29.17,,0,0,31.2,18.9,179.5,1020.1,49.8,90.6,,,0,,2020-10-21T07:24:12,2020-10-21T18:05:18,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-10-22,54.4,38.4,48.3,54.4,38.4,48.1,44,85.52,0.02,,8.33,,0,0,,4.8,205.3,1024.7,47,83.5,,,0,,2020-10-22T07:25:31,2020-10-22T18:03:42,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-10-23,77.4,47.2,62.2,77.4,45.9,61.8,52.9,73.44,0,,0,,0,0,27.7,15.8,151.4,1014.9,31.2,87.9,,,0,,2020-10-23T07:26:50,2020-10-23T18:02:07,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-10-24,69.3,39.2,48.5,69.3,33.6,44.5,38.7,69.43,0.16,,20.83,,0,0,29.5,17.9,298.4,1015.9,57.8,90.5,,,0,,2020-10-24T07:28:09,2020-10-24T18:00:33,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-10-25,42,31.3,36.5,37.5,26.1,31.3,22.1,56.87,0,,0,,0,0,,9,112.1,1026.8,12.3,91.7,,,0,,2020-10-25T07:29:29,2020-10-25T17:59:00,0.35,Clear,Clear conditions throughout the day.,clear-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-10-26,41.1,34.3,38.2,41.1,29.4,34.2,33.4,84.38,0.39,,75,,0,0,,7.7,139.5,1021.5,60.1,88.6,,,0,,2020-10-26T07:30:49,2020-10-26T17:57:28,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-10-27,37.3,31.9,34.7,36.6,25.4,31.1,27.9,77.02,0.04,,37.5,,0,0,,8.2,229.5,1024.5,55.8,92.5,,,0,,2020-10-27T07:32:09,2020-10-27T17:55:58,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-10-28,47.4,32.9,40,41.8,28.5,36.4,34.3,80.51,0.04,,33.33,,0,0,25.4,14.5,172.8,1015.5,52.8,90.6,,,0,,2020-10-28T07:33:29,2020-10-28T17:54:29,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-10-29,43.9,36.3,41,42.1,26.6,37,34.6,77.88,0,,0,,0,0,25.3,17.8,96.4,1012.6,75.1,50.1,,,0,,2020-10-29T07:34:50,2020-10-29T17:53:01,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-10-30,37.5,22,30,31.9,15.9,23.2,17.9,61.43,0,,0,,0,0,25.3,15.9,97.4,1019.2,21.8,81,,,0,,2020-10-30T07:36:10,2020-10-30T17:51:35,0.49,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-10-31,42.7,17.6,29.7,38.1,17.6,27,20,69.48,0,,0,,0,0,20.8,9.9,212.6,1029.1,4.5,91.8,,,0,,2020-10-31T07:37:31,2020-10-31T17:50:10,0.5,Clear,Clear conditions throughout the day.,clear-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-11-01,48.8,28.6,39.3,43.5,21.7,33.3,32.8,77.75,0.26,,36,,0.76,0.76,30,15,188,1008.3,36.7,87.6,,,0,,2020-11-01T06:38:53,2020-11-01T16:48:46,0.51,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,snow,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-11-02,36.4,29.2,32.1,28.6,17.1,21.9,21.8,66.69,0.04,,29.17,,0.96,1.21,35,20.4,273.3,1005.8,59.2,90,,,0,,2020-11-02T06:40:14,2020-11-02T16:47:24,0.52,"Snow, Partially cloudy",Partly cloudy throughout the day with late afternoon snow.,snow,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-11-03,36.3,28.3,30.4,29,17.2,23.1,19.1,62.74,0.02,,12.5,,0.46,1.34,31.4,16.8,254.9,1016.4,41.2,90.7,,,0,,2020-11-03T06:41:35,2020-11-03T16:46:04,0.54,"Snow, Partially cloudy",Partly cloudy throughout the day with early morning snow.,snow,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-11-04,61.6,27.8,41.9,61.6,21.8,39,29.7,63.16,0,,0,,5.01,5.75,24.5,12.5,127.6,1023.2,15.3,91.3,,,0,,2020-11-04T06:42:57,2020-11-04T16:44:45,0.57,Clear,Clear conditions throughout the day.,snow,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-11-05,66.8,42.6,58,66.8,39.3,57.7,38.2,48.59,0,,0,,0.99,2.56,30.2,20.4,207.4,1020.7,1.5,81,,,0,,2020-11-05T06:44:18,2020-11-05T16:43:28,0.61,Clear,Clear conditions throughout the day.,snow,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-11-06,63.9,53.3,57.9,63.9,53.3,57.9,44.2,60.54,0,,0,,0,0.66,27.7,17.1,219.7,1019,2.7,91,,,0,,2020-11-06T06:45:40,2020-11-06T16:42:12,0.65,Clear,Clear conditions throughout the day.,clear-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-11-07,68.1,51.5,58.2,68.1,51.5,58.2,46.7,66.43,0,,0,,0,0,26.4,14.7,217.7,1021.2,0,91.2,,,0,,2020-11-07T06:47:02,2020-11-07T16:40:59,0.7,Clear,Clear conditions throughout the day.,clear-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-11-08,69.3,46.9,55.7,69.3,43.6,55,43.9,66.45,0,,0,,0,0,,11.3,219.6,1025.9,1.2,91.6,,,0,,2020-11-08T06:48:23,2020-11-08T16:39:47,0.75,Clear,Clear conditions throughout the day.,clear-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-11-09,70.4,40.7,53.5,70.4,38.4,52.8,42.3,68.93,0,,0,,0,0,,8.9,226.5,1024.1,3.2,91.2,,,0,,2020-11-09T06:49:45,2020-11-09T16:38:36,0.8,Clear,Clear conditions throughout the day.,clear-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-11-10,73,43,58.6,73,43,58.4,47.4,68.17,0,,0,,0,0,25.3,13.6,195,1016,0.5,90.5,,,0,,2020-11-10T06:51:06,2020-11-10T16:37:28,0.86,Clear,Clear conditions throughout the day.,clear-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-11-11,66.5,44.8,61.2,66.5,40.6,60.9,53.1,74.71,0.07,,20.83,,0,0,30.7,17.6,221.5,1009.8,33.3,90.2,,,0,,2020-11-11T06:52:28,2020-11-11T16:36:21,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-11-12,45.1,27.9,38.1,43,27.9,35.4,28.7,69.98,0,,0,,0,0,19.7,8.8,205.9,1020.2,11.9,96.7,,,0,,2020-11-12T06:53:49,2020-11-12T16:35:16,0.95,Clear,Clear conditions throughout the day.,clear-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-11-13,43.6,25.6,35.5,40.4,25.6,32.8,30.1,81.36,0,,0,,0,0,21.9,8.9,144.6,1015.5,32.5,90.7,,,0,,2020-11-13T06:55:10,2020-11-13T16:34:14,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-11-14,41.4,23.5,35.6,35.7,23.5,31,23.8,63.15,0,,0,,0,0,28.9,12,231.5,1020.3,38.4,91.1,,,0,,2020-11-14T06:56:30,2020-11-14T16:33:13,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-11-15,47.3,23.2,36.9,42,16.8,30.8,30,76.3,0.29,,41.67,,0,0,40,20.5,136.2,1009.2,39.1,89.9,,,0,,2020-11-15T06:57:51,2020-11-15T16:32:14,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-11-16,45.5,36.9,41.6,38.4,29.6,33.8,30,63.37,0.09,,25,,0.83,0.83,34.6,20.3,243.5,1005.9,60.7,80,,,0,,2020-11-16T06:59:11,2020-11-16T16:31:18,0.01,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,snow,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-11-17,36.1,19.7,31.4,29.5,7.1,23.3,21,65.7,0,,0,,0.77,1.6,25.3,15.5,289.6,1015.3,56.2,90.4,,,0,,2020-11-17T07:00:30,2020-11-17T16:30:23,0.04,Partially cloudy,Partly cloudy throughout the day.,snow,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-11-18,25.2,16.1,20.5,21.1,7.4,12.6,8.3,59.84,0.01,,4.17,,0.23,1.84,20.8,12,254.8,1032.1,44.2,61.3,,,0,,2020-11-18T07:01:49,2020-11-18T16:29:31,0.07,"Snow, Partially cloudy",Partly cloudy throughout the day with early morning snow.,snow,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-11-19,49.9,21,38,45.9,15.1,33.2,21.3,53.46,0,,0,,0.68,1.89,33.3,13.1,180.3,1022.6,18.6,91.3,,,0,,2020-11-19T07:03:08,2020-11-19T16:28:40,0.12,Clear,Clear conditions throughout the day.,snow,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-11-20,60,49.5,55.5,60,45.2,55.3,34.2,45.23,0,,0,,0,0.66,33.4,22.4,225.5,1017.6,43.7,90.9,,,0,,2020-11-20T07:04:26,2020-11-20T16:27:52,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-11-21,47.8,31.4,39,44.1,27.4,34,26.4,60.56,0,,0,,0,0,22,12.9,266,1029.3,52.2,91.9,,,0,,2020-11-21T07:05:43,2020-11-21T16:27:06,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-11-22,34.6,24.6,30.2,29.3,22.5,25.6,24.4,79.36,0.43,,37.5,,0,0,19.7,11.2,63.9,1028.9,49.2,89.7,,,0,,2020-11-22T07:07:00,2020-11-22T16:26:23,0.27,"Snow, Partially cloudy",Partly cloudy throughout the day with rain.,snow,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-11-23,34.5,31.4,33.2,34.5,21.7,26.5,29.4,86.2,0.39,,37.5,,0,0,30,12.8,225.3,1015.8,59.5,89.7,,,0,,2020-11-23T07:08:16,2020-11-23T16:25:42,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-11-24,32.6,18.2,24.9,26.3,11.3,18.8,16,69.04,0,,0,,0.74,0.74,24.2,11.9,247.6,1028.6,29,91.8,,,0,,2020-11-24T07:09:31,2020-11-24T16:25:03,0.36,Partially cloudy,Partly cloudy throughout the day.,snow,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-11-25,36.3,23.1,30.3,35.7,14.3,24.8,26.3,85.34,0.36,,58.33,,0.44,1.18,24.2,7.7,80.4,1021.8,57.7,88.3,,,0,,2020-11-25T07:10:46,2020-11-25T16:24:26,0.4,"Snow, Partially cloudy",Partly cloudy throughout the day with a chance of snow throughout the day.,snow,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-11-26,43.4,33.5,37.9,40.6,27.9,34.8,36.9,96.14,0.16,,37.5,,1.48,1.57,18.3,7.6,109.8,1013.7,56.3,85.6,,,0,,2020-11-26T07:11:59,2020-11-26T16:23:52,0.43,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,snow,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-11-27,45.4,38.5,42.2,43,36.5,40.1,39.7,90.84,0.01,,8.33,,0,0,,6.4,232.5,1016.5,59.9,91,,,0,,2020-11-27T07:13:12,2020-11-27T16:23:21,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-11-28,43.2,37.5,39.7,38.2,32.3,35.5,34.2,81.48,0.02,,16.67,,0,0,21.9,10.1,237.6,1013.6,55,90.1,,,0,,2020-11-28T07:14:23,2020-11-28T16:22:51,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-11-29,46.3,32.8,38.6,41.5,29.4,34.6,32.3,78.39,0,,0,,0,0,23,11.8,194.7,1015.7,21.7,90.6,,,0,,2020-11-29T07:15:33,2020-11-29T16:22:25,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-11-30,41.9,32,37.8,38.6,29.6,33.7,34.4,87.51,0.48,,45.83,,0,0,28.5,17.3,64.1,1005,40.9,88.1,,,0,,2020-11-30T07:16:42,2020-11-30T16:22:00,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-12-01,44.8,35.4,40.4,43.1,28.1,37.4,38.8,93.89,0.27,,45.83,,0,0,21.9,11.9,223.3,996.8,54.9,83.9,,,0,,2020-12-01T07:17:50,2020-12-01T16:21:39,0.51,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-12-02,35,27.6,31.2,27.5,19,23.1,26.3,81.75,0.03,,29.17,,0.32,0.32,24.2,11.6,233.5,1007.6,51.9,88.6,,,0,,2020-12-02T07:18:57,2020-12-02T16:21:20,0.53,"Snow, Partially cloudy",Partly cloudy throughout the day with snow clearing later.,snow,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-12-03,41,27.2,35.8,33.4,19,28.5,28.9,75.94,0,,0,,0.19,0.5,30.2,16.8,221.8,1014.2,49.5,90.6,,,0,,2020-12-03T07:20:02,2020-12-03T16:21:03,0.55,Partially cloudy,Partly cloudy throughout the day.,snow,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-12-04,39,33.2,36.2,33.4,27.5,30.2,33.1,88.54,0.2,,62.5,,0,0.17,28.9,14,217.3,1011.5,59.6,89.8,,,0,,2020-12-04T07:21:06,2020-12-04T16:20:49,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-12-05,34.9,25.5,32.1,34.5,14.9,25.9,28.8,87.53,0,,0,,1.15,1.15,22.7,12.8,202,1013.4,59.4,89.2,,,0,,2020-12-05T07:22:08,2020-12-05T16:20:38,0.62,Partially cloudy,Partly cloudy throughout the day.,snow,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-12-06,28.4,24.1,25.9,18.8,13.2,15.8,18,71.98,0,,0,,0.69,0.74,23,13.7,307.8,1012.3,49.7,90.5,,,0,,2020-12-06T07:23:09,2020-12-06T16:20:29,0.67,Partially cloudy,Partly cloudy throughout the day.,snow,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-12-07,24.3,20.7,22.5,22.9,12.9,15.5,15.5,74.11,0,,0,,0.44,1.18,,9.1,304.2,1011.3,60.2,90.3,,,0,,2020-12-07T07:24:08,2020-12-07T16:20:22,0.73,Partially cloudy,Partly cloudy throughout the day.,snow,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-12-08,21.5,18.5,19.9,15.1,9.1,11.8,14.5,79.21,0,,0,,0.39,0.39,,8.4,261.7,1011.6,48.5,93.9,,,0,,2020-12-08T07:25:06,2020-12-08T16:20:19,0.78,Partially cloudy,Partly cloudy throughout the day.,snow,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-12-09,34.3,23.1,30.8,29.1,16.7,25,28.2,89.95,0.1,,66.67,,0.32,0.69,,9.8,218.3,1004.6,55.8,87.9,,,0,,2020-12-09T07:26:01,2020-12-09T16:20:18,0.84,"Snow, Partially cloudy",Partly cloudy throughout the day with a chance of snow throughout the day.,snow,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-12-10,34.8,31.1,33.4,31.9,25.6,28.6,27.9,80.01,0,,0,,0.06,0.76,,10.8,239.6,1016.7,59.1,91.8,,,0,,2020-12-10T07:26:55,2020-12-10T16:20:19,0.89,Partially cloudy,Partly cloudy throughout the day.,snow,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-12-11,45.8,31.2,36.8,42.7,31.2,35.8,31.2,80.46,0,,0,,0,0.69,,7.6,119.7,1017.6,35.6,108.6,,,0,,2020-12-11T07:27:47,2020-12-11T16:20:24,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CXKE,KMSS,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-12-12,37.1,33.9,35.1,32.5,25.5,28.3,31.6,87.18,0.03,,12.5,,1.56,1.68,28.9,12.6,71.5,1015.8,37.9,118.4,,,0,,2020-12-12T07:28:37,2020-12-12T16:20:30,0.97,"Snow, Partially cloudy",Partly cloudy throughout the day with late afternoon snow.,snow,"CXKE,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-12-13,47.1,28.5,36.7,41.2,22.2,30.2,29.8,76.44,0.03,,20.83,,0.16,0.67,31.1,19,235.8,1011.8,46.6,117.9,,,0,,2020-12-13T07:29:26,2020-12-13T16:20:40,1,"Snow, Partially cloudy",Partly cloudy throughout the day with snow clearing later.,snow,"CXKE,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-12-14,31.2,27.3,29.1,31.2,15.1,25.2,22.5,76.13,0.01,,8.33,,0.5,0.5,23.6,16.2,221.3,1014,41.5,118.5,,,0,,2020-12-14T07:30:12,2020-12-14T16:20:52,1,"Snow, Partially cloudy",Partly cloudy throughout the day with afternoon snow.,snow,"CXKE,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-12-15,25.4,5.9,15,13.8,-4.8,3.1,2.9,58.24,0,,0,,0.3,0.81,23.4,13.4,265.3,1027.3,12.2,120.3,,,0,,2020-12-15T07:30:56,2020-12-15T16:21:07,0,Clear,Clear conditions throughout the day.,snow,"CXKE,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-12-16,11.1,1.7,6.8,-2.3,-11.4,-6.1,-1.4,68.48,0,,0,,0.33,0.81,20.8,13.2,54.7,1031.7,24.2,120.6,,,0,,2020-12-16T07:31:38,2020-12-16T16:21:24,0.02,Partially cloudy,Partly cloudy throughout the day.,snow,"CXKE,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-12-17,18.7,7.4,12.6,9.4,-3.3,2.3,3.1,65.39,0.01,,8.33,,0.23,0.6,20.8,11.2,47.4,1023.3,29.6,120.3,,,0,,2020-12-17T07:32:18,2020-12-17T16:21:43,0.05,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,snow,"CXKE,72622394725,KGTB,71161099999,71300099999"
"13617, USA",2020-12-18,23,4.2,11.3,22,1.6,9.7,2.4,68.44,0.01,,8.33,,0.03,0.63,,5.1,176.2,1029.2,0.1,122.5,,,0,,2020-12-18T07:32:55,2020-12-18T16:22:06,0.09,Snow,Clear conditions throughout the day with early morning snow.,snow,"CXKE,72622394725,KGTB,71161099999,71300099999"
